images ,Labels ,Root,Leaf,Flower ,seed,Fruit,Stem,gonorrhea,wound,Eye disease,Anti-cancer,Anti-Oxidant,abdominal pain,Lung disease,common Cold,Snakebite,stomachache,influenza
enjori_125,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_126,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_127,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_128,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_129,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_130,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_131,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_132,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_133,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_134,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_135,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_136,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_137,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_138,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_139,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_140,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_141,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_142,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_143,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_144,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_145,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_146,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_147,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_148,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_149,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_150,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_151,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_152,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_153,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_154,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_155,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_156,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_157,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_158,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_159,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_160,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_161,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_162,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_163,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_164,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_165,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_166,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_167,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_168,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_169,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_170,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_171,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_172,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_173,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_174,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_175,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_176,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_177,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_178,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_179,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_180,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_181,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_182,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_183,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_184,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_185,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_186,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_187,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_188,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_189,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_190,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_191,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_192,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_193,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_194,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_195,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_196,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_197,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_198,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_199,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_200,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_201,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_202,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_203,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_204,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_205,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_206,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_207,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_208,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_209,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_210,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_211,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_212,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_213,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_214,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_215,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_216,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_217,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_218,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_219,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_220,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_221,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_222,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_223,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_224,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_225,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_226,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_227,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_228,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_229,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_230,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_231,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_232,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_233,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_234,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_235,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_236,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_237,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_238,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_239,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_240,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_241,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_242,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_243,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_244,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_245,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_246,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_247,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_248,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_249,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_250,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_251,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_252,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_253,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_254,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_255,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_256,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_257,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_258,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_259,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_260,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_261,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_262,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_263,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_264,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_265,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_266,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_267,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_268,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_269,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_270,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_271,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_272,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_273,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_274,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_275,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_276,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_277,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_278,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_279,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_280,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_281,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_282,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_283,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_284,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_285,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_286,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_287,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_288,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_289,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_290,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_291,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_292,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_293,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_294,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_295,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_296,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_297,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_298,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enjori_299,"['Stem','influenza','flower']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enkoy_0,"['Stem','influenza','flower']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_1,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_2,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_3,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_4,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_5,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_6,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_7,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_8,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_9,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_10,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_11,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_12,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_13,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_14,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_15,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_16,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_17,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_18,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_19,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_20,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_21,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_22,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_23,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_24,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_25,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_26,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_27,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_28,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_29,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_30,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_31,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_32,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_33,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_34,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_35,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_36,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_37,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_38,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_39,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_40,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_41,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_42,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_43,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_44,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_45,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_46,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_47,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_48,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_49,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_50,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_51,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_52,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_53,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_54,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_55,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_56,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_57,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_58,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_59,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_60,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_61,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_62,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_63,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_64,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_65,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_66,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_67,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_68,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_69,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_70,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_71,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_72,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_73,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_74,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_75,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_76,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_77,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
enkoy_78,"['fruit','Root','stomachache']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
